species_scientific_name,species_common_name,taxonomic_group,family,latitude,longitude,country,state_province,event_date,year,month,data_source,observation_type,occurrence_id,india_role,migration_season,location_type,seasonal_density,iucn_red_list_status,grid_lat,grid_lon,Habitat_Type
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.4231463015,79.4264947758,India,Coastal India / Marine,,2023,2,iNaturalist,Scientific,153313058,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.5229893967,78.1602161922,India,Coastal India / Marine,,2020,2,iNaturalist,Scientific,151633828,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,78,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.5229893967,78.1602161922,India,Coastal India / Marine,,2020,2,iNaturalist,Scientific,151404051,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,78,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,21.5605679245,88.2635647796,India,Coastal India / Marine,,2023,2,iNaturalist,Scientific,148329267,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,21,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.0948557609,86.118234694,India,Coastal India / Marine,,2023,1,iNaturalist,Scientific,146867547,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,86,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.4746481812,79.6506213525,India,Coastal India / Marine,,2022,4,iNaturalist,Scientific,145793647,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,23.5308206256,81.1002401541,India,Coastal India / Marine,,2022,10,iNaturalist,Scientific,140627756,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,23,81,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,17.3364555,77.9048268,India,Coastal India / Marine,,2021,1,iNaturalist,Scientific,136819283,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,17,77,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.3583416667,79.5283916667,India,Coastal India / Marine,,2022,7,iNaturalist,Scientific,133631715,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.3528916667,79.5259433333,India,Coastal India / Marine,,2018,4,iNaturalist,Scientific,129517486,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.3531816667,79.526195,India,Coastal India / Marine,,2018,4,iNaturalist,Scientific,129517480,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.353125,79.5259516667,India,Coastal India / Marine,,2018,4,iNaturalist,Scientific,129516497,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.3531833333,79.5258933333,India,Coastal India / Marine,,2018,4,iNaturalist,Scientific,129516495,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.344309,79.5294318,India,Coastal India / Marine,,2015,6,iNaturalist,Scientific,127342896,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.344309,79.5294318,India,Coastal India / Marine,,2015,5,iNaturalist,Scientific,127342894,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,27.1012523,88.6802744,India,Coastal India / Marine,,2022,5,iNaturalist,Scientific,117620582,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,21.6366793141,87.5597060079,India,Coastal India / Marine,,2019,12,iNaturalist,Scientific,110166660,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,21,87,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,21.6371423453,87.5727822607,India,Coastal India / Marine,,2019,11,iNaturalist,Scientific,110165883,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,21,87,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.8960311258,83.9157726243,India,Coastal India / Marine,,2021,12,iNaturalist,Scientific,108297623,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,83,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.0319749822,73.0335624889,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,106483138,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.952180836,82.9863144457,India,Coastal India / Marine,,2022,2,iNaturalist,Scientific,106385864,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,82,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.9636939083,83.7500198185,India,Coastal India / Marine,,2021,12,iNaturalist,Scientific,105913807,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,83,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.9527520001,88.5372943898,India,West Bengal / Assam,,2021,1,iNaturalist,Scientific,103893327,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.344309,79.5294318,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,101930368,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,27.1067817,88.6494589,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,100700691,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,27.2559625,88.1826465,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,100700689,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,23.1864973111,88.5779586967,India,West Bengal / Assam,,2019,11,iNaturalist,Scientific,100699103,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,23,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,23.1864973111,88.5779586967,India,West Bengal / Assam,,2016,3,iNaturalist,Scientific,100699102,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,23,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.5125947,88.3590326,India,West Bengal / Assam,,2018,10,iNaturalist,Scientific,100699101,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.821111,88.3202866,India,West Bengal / Assam,,2020,11,iNaturalist,Scientific,100463693,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.5122397936,88.360376358,India,West Bengal / Assam,,2018,10,iNaturalist,Scientific,97878485,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,26.918803344,88.4071888914,India,Coastal India / Marine,,2018,5,iNaturalist,Scientific,97734594,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.5125984574,88.3590325713,India,West Bengal / Assam,,2017,11,iNaturalist,Scientific,93126016,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,27.1221520776,88.0597034097,India,Coastal India / Marine,,2021,6,iNaturalist,Scientific,92658781,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,27,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,27.1237243785,88.0554574728,India,Coastal India / Marine,,2020,3,iNaturalist,Scientific,92226048,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,14.013191712,79.8948791251,India,Coastal India / Marine,,2020,3,iNaturalist,Scientific,90373971,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,14,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,26.8695076462,88.3431930739,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,74135497,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.8983497219,82.9281202331,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,73953199,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,22,82,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.441879569,79.587502972,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,73626897,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.3443637618,79.5294318348,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,72833901,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.3443637618,79.5294318348,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,72832254,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.031975,73.0335625,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,70453121,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.0290729108,73.0278620522,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,70190406,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.0290729108,73.0278620522,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,70190405,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.0290729108,73.0278620522,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,70190401,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.031975,73.0335625,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,69909706,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.94988,88.544447,India,West Bengal / Assam,,2021,1,iNaturalist,Scientific,69309643,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,88,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.0319749822,73.0335624889,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,69112432,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,19.0319749822,73.0335624889,India,Maharashtra (Coastal),,2021,2,iNaturalist,Scientific,69112226,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,19,73,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,29.3473364637,79.5296893483,India,Coastal India / Marine,,2020,2,iNaturalist,Scientific,63365954,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,17.7724726106,83.3412897544,India,Coastal India / Marine,,2018,11,iNaturalist,Scientific,62007651,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,17,83,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,21.5320372,70.5521507,India,Coastal India / Marine,,2018,2,iNaturalist,Scientific,61855078,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,21,70,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,27.0891227,88.4971046,India,Coastal India / Marine,,2015,5,iNaturalist,Scientific,33243290,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,13.0213777747,77.5706598535,India,Coastal India / Marine,,2019,3,iNaturalist,Scientific,26563000,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,13,77,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,23.589362,87.3686661,India,Coastal India / Marine,,2018,2,iNaturalist,Scientific,9946014,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,23,87,Mangrove
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,22.2303123679,80.6527117305,India,Coastal India / Marine,,2016,2,iNaturalist,Scientific,6587909,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,80,Open_Ocean
Turdus unicolor,Tickell's Thrush,Aves,Checklist Verified,26.956867,78.968418,India,Coastal India / Marine,,2016,1,iNaturalist,Scientific,2624337,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,78,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.7060524662,90.9135211626,India,Coastal India / Marine,,2022,3,iNaturalist,Scientific,319332951,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,90,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,27.0287442527,88.2550919428,India,Coastal India / Marine,,2025,9,iNaturalist,Scientific,316508292,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.4258298067,79.4341049702,India,Coastal India / Marine,,2025,8,iNaturalist,Scientific,311928034,Passage Migrant,Monsoon/Breeding,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.4230103,79.427488,India,Coastal India / Marine,,2015,5,iNaturalist,Scientific,267308557,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.4230103,79.427488,India,Coastal India / Marine,,2015,5,iNaturalist,Scientific,267308554,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.9931575409,88.1229740381,India,Coastal India / Marine,,2024,2,iNaturalist,Scientific,262132513,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,26,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,27.3697222222,88.2172055556,India,Coastal India / Marine,,2024,10,iNaturalist,Scientific,260780889,Passage Migrant,Autumn/Passage,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,21.5600041601,79.2932522669,India,Coastal India / Marine,,2025,1,iNaturalist,Scientific,258233905,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,21,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,27.0596735162,88.6261744013,India,Coastal India / Marine,,2024,4,iNaturalist,Scientific,212897513,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,22.5846102972,88.4161626175,India,West Bengal / Assam,,2023,1,iNaturalist,Scientific,209904792,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,88,Mangrove
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.9396578743,88.3982930705,India,Coastal India / Marine,,2024,1,iNaturalist,Scientific,187366641,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.8376015546,88.3480750769,India,Coastal India / Marine,,2023,5,iNaturalist,Scientific,173192412,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.344309,79.5294318,India,Coastal India / Marine,,2017,12,iNaturalist,Scientific,171545443,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.7445468205,80.1993390481,India,Coastal India / Marine,,2023,5,iNaturalist,Scientific,165649789,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,80,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.9159059051,88.402816616,India,Coastal India / Marine,,2023,5,iNaturalist,Scientific,161354289,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,27.075,92.404,India,Coastal India / Marine,,2023,3,iNaturalist,Scientific,161204435,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,92,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.3635959183,79.5327899133,India,Coastal India / Marine,,2023,1,iNaturalist,Scientific,156370191,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.9105521469,80.9878123186,India,Coastal India / Marine,,2016,3,iNaturalist,Scientific,148750119,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,26,80,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.4259262767,79.4266026467,India,Coastal India / Marine,,2023,1,iNaturalist,Scientific,147799027,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,21.6386466667,87.5743433333,India,Coastal India / Marine,,2020,11,iNaturalist,Scientific,141870559,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,21,87,Mangrove
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,20.3400256,79.3059006,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,137389874,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,20,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.344309,79.5294318,India,Coastal India / Marine,,2016,1,iNaturalist,Scientific,127084473,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,24.0782745352,88.691652976,India,West Bengal / Assam,,2015,12,iNaturalist,Scientific,117576673,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,24,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.4036632,79.5592761,India,Coastal India / Marine,,2022,4,iNaturalist,Scientific,113278401,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.3689190322,79.5732959456,India,Coastal India / Marine,,2017,3,iNaturalist,Scientific,109180484,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.8555201416,75.8405844036,India,Coastal India / Marine,,2022,1,iNaturalist,Scientific,106661401,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,75,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,26.9454392203,94.1610731184,India,Coastal India / Marine,,2022,1,iNaturalist,Scientific,104106880,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,26,94,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.344309,79.5294318,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,101930393,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,22.821111,88.3202866,India,West Bengal / Assam,,2020,11,iNaturalist,Scientific,100463691,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,22.6810733,88.3154269,India,West Bengal / Assam,,2020,12,iNaturalist,Scientific,97994069,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,22,88,Mangrove
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,22.8074480346,88.3344492828,India,West Bengal / Assam,,2020,11,iNaturalist,Scientific,97994044,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,88,Mangrove
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,27.0832637917,88.7002954124,India,Coastal India / Marine,,2021,4,iNaturalist,Scientific,97787062,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,27.4543349933,94.9031085894,India,Coastal India / Marine,,2021,2,iNaturalist,Scientific,93234676,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,27,94,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.9908957384,78.2901193388,India,Coastal India / Marine,,2019,3,iNaturalist,Scientific,87138102,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,78,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,22.169410345,80.6085737712,India,Coastal India / Marine,,2017,11,iNaturalist,Scientific,75612543,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,22,80,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,24.43202,92.330689,India,Coastal India / Marine,,2021,1,iNaturalist,Scientific,69311740,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,24,92,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,29.971111,78.203603,India,Coastal India / Marine,,2016,12,iNaturalist,Scientific,19578120,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,29,78,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,25.652343,94.022992,India,Coastal India / Marine,,2018,5,iNaturalist,Scientific,14281227,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,25,94,Open_Ocean
Zoothera dauma,Scaly Thrush,Aves,Checklist Verified,23.7094204158,80.9669200095,India,Coastal India / Marine,,2018,3,iNaturalist,Scientific,13472061,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,23,80,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,27.3468279324,88.6508927867,India,Coastal India / Marine,,2025,11,iNaturalist,Scientific,326312963,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,27,88,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,27.5912189918,91.8591416461,India,Coastal India / Marine,,2025,7,iNaturalist,Scientific,321483598,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,27,91,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,27.5967905317,91.8632983758,India,Coastal India / Marine,,2025,7,iNaturalist,Scientific,320010926,Passage Migrant,Monsoon/Breeding,Terrestrial,High,LC/Not Evaluated,27,91,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,27.604646789,91.860351692,India,Coastal India / Marine,,2025,5,iNaturalist,Scientific,293329282,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,27,91,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,29.4202066735,79.4401378575,India,Coastal India / Marine,,2025,3,iNaturalist,Scientific,269800012,Passage Migrant,Spring/Summer,Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,29.5654394629,79.1211188363,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,269568835,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,29.4425316667,79.4146716667,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,269032241,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,27.5214950139,88.5122403502,India,Coastal India / Marine,,2023,12,iNaturalist,Scientific,263636298,Winter Visitor,Winter (Peak),Terrestrial,High,LC/Not Evaluated,27,88,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,29.4493983333,79.4076183333,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,263167852,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,29.5592190495,79.1102372871,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,263097083,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,29.3219978,79.5049889,India,Coastal India / Marine,,2025,2,iNaturalist,Scientific,261537279,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
Zoothera monticola,Long-billed Thrush,Aves,Checklist Verified,29.3743369496,79.4025729273,India,Coastal India / Marine,,2024,11,iNaturalist,Scientific,258737253,Winter Visitor,Winter (Peak),Terrestrial,Moderate,LC/Not Evaluated,29,79,Open_Ocean
